epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,175.689,2.65526,1.44634,1.05669,0.70885,0.57143,0.57695,0.1707,2.39861,1.49487,0.91896,0.000713,0.000713,0.000713
67,178.8,2.74978,1.38373,1.0265,0.63834,0.57143,0.51421,0.14153,2.56231,1.56752,0.93991,0.0006932,0.0006932,0.0006932
68,181.9,2.5568,1.36527,1.00163,0.58389,0.54286,0.51973,0.12712,2.66987,1.66201,0.95109,0.0006734,0.0006734,0.0006734
69,184.895,2.74861,1.46319,1.06244,0.58389,0.54286,0.51973,0.12712,2.66987,1.66201,0.95109,0.0006536,0.0006536,0.0006536
70,188.336,2.51987,1.3828,1.05132,0.61973,0.54286,0.47974,0.11986,2.67762,1.66674,0.95304,0.0006338,0.0006338,0.0006338
71,191.544,2.66068,1.46111,1.03068,0.64965,0.58298,0.54761,0.14657,2.57598,1.5796,0.9416,0.000614,0.000614,0.000614
72,194.771,2.64955,1.3898,1.01766,0.65039,0.6,0.50708,0.15579,2.48845,1.48124,0.91845,0.0005942,0.0005942,0.0005942
73,198.395,2.63199,1.29421,1.00543,0.65039,0.6,0.50708,0.15579,2.48845,1.48124,0.91845,0.0005744,0.0005744,0.0005744
74,201.969,2.3826,1.34881,1.01301,0.68621,0.62857,0.56733,0.17475,2.3698,1.43161,0.90203,0.0005546,0.0005546,0.0005546
75,205.462,2.70792,1.35203,1.01691,0.67066,0.64021,0.56668,0.17382,2.39691,1.42531,0.90655,0.0005348,0.0005348,0.0005348
76,208.825,2.47159,1.3511,0.97488,0.63018,0.57143,0.55586,0.16228,2.50772,1.44992,0.92169,0.000515,0.000515,0.000515
77,212.228,2.58321,1.2771,1.00536,0.63018,0.57143,0.55586,0.16228,2.50772,1.44992,0.92169,0.0004952,0.0004952,0.0004952
78,216.425,2.48735,1.17932,0.96388,0.5707,0.54286,0.52274,0.15005,2.5853,1.50931,0.92837,0.0004754,0.0004754,0.0004754
79,220.154,2.70099,1.31813,1.00044,0.47773,0.62727,0.46303,0.12924,2.70129,1.57127,0.93524,0.0004556,0.0004556,0.0004556
80,223.829,2.68538,1.40573,1.03378,0.4928,0.63862,0.48725,0.11797,2.77937,1.62959,0.94709,0.0004358,0.0004358,0.0004358
81,227.464,2.47227,1.27301,0.96582,0.4928,0.63862,0.48725,0.11797,2.77937,1.62959,0.94709,0.000416,0.000416,0.000416
82,231.626,2.49101,1.39806,1.00564,0.57033,0.6,0.50841,0.11879,2.8086,1.63453,0.95069,0.0003962,0.0003962,0.0003962
83,242.214,2.49786,1.27427,0.9716,0.59815,0.5955,0.49594,0.11259,2.79731,1.61592,0.95059,0.0003764,0.0003764,0.0003764
84,248.611,2.43613,1.28511,0.97271,0.51893,0.6,0.52329,0.1276,2.72034,1.59731,0.93994,0.0003566,0.0003566,0.0003566
85,256.788,2.48399,1.22497,0.99967,0.51893,0.6,0.52329,0.1276,2.72034,1.59731,0.93994,0.0003368,0.0003368,0.0003368
86,262.268,2.4173,1.25293,0.99992,0.60731,0.6,0.55668,0.14799,2.61545,1.56256,0.9284,0.000317,0.000317,0.000317
87,268.275,2.42058,1.35792,0.99333,0.52411,0.62857,0.56285,0.16192,2.49133,1.53304,0.91834,0.0002972,0.0002972,0.0002972
88,273.196,2.5542,1.41311,1.07775,0.56418,0.62857,0.5653,0.17239,2.38451,1.50601,0.90925,0.0002774,0.0002774,0.0002774
89,276.295,2.31062,1.23815,0.91423,0.56418,0.62857,0.5653,0.17239,2.38451,1.50601,0.90925,0.0002576,0.0002576,0.0002576
90,279.284,2.42054,1.27881,0.97513,0.64547,0.65714,0.59695,0.18397,2.32727,1.4936,0.90634,0.0002378,0.0002378,0.0002378
91,282.16,2.39726,1.34703,0.98089,0.66349,0.62857,0.58104,0.18176,2.267,1.47208,0.90324,0.000218,0.000218,0.000218
92,284.935,2.41494,1.32362,0.98047,0.66452,0.6,0.56055,0.18005,2.19873,1.44601,0.90394,0.0001982,0.0001982,0.0001982
93,287.617,2.69125,1.37196,1.03229,0.66452,0.6,0.56055,0.18005,2.19873,1.44601,0.90394,0.0001784,0.0001784,0.0001784
94,291.204,2.53913,1.41267,1.01043,0.72422,0.60027,0.61505,0.19677,2.20717,1.42186,0.90385,0.0001586,0.0001586,0.0001586
95,294.075,2.40522,1.27501,1.02326,0.68013,0.54687,0.58023,0.19066,2.21984,1.40877,0.90108,0.0001388,0.0001388,0.0001388
96,296.919,2.37917,1.34712,0.99069,0.61329,0.65714,0.60807,0.19385,2.22317,1.3961,0.89837,0.000119,0.000119,0.000119
97,299.681,2.39187,1.26757,0.95392,0.61329,0.65714,0.60807,0.19385,2.22317,1.3961,0.89837,9.92e-05,9.92e-05,9.92e-05
98,302.6,2.13377,1.27389,0.95047,0.62118,0.65714,0.59875,0.1959,2.21803,1.39045,0.89434,7.94e-05,7.94e-05,7.94e-05
99,309.366,2.21141,1.33798,0.99725,0.64567,0.65714,0.62576,0.1928,2.21972,1.3864,0.89081,5.96e-05,5.96e-05,5.96e-05
100,315.953,2.31923,1.31016,1.00776,0.63323,0.65714,0.62698,0.19165,2.22422,1.38547,0.88778,3.98e-05,3.98e-05,3.98e-05
